LTGNR,KD_LTGNR,SLNR,LAENG,ART,QUERS,FARBE,KSID,ABGRIF1,KA1,ANSCH1,ABGRIF2,KA2,ANSCH2,PLATZ,BGID,TARGET_BG,BG_LIDENT,BG_CIDENT,Kaufteil,SEAL1,SEAL2,TOP1,TOP2,MW_IDENT,LIDENT,SL_LIDENT,CIDENT,KD_ABGRIF1,KD_ABGRIF2,V_IDENT,V_IDENT_VERS,SIGNAL,LTG_KENNUNG
161002,161002,SL038R,500,FLS,"0,35",or br,P1223251,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223252,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223254,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1219314,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1219321,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223238,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223249,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223253,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1224142,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161002,161002,SL038R,500,FLS,"0,35",or br,P1223023,QEPB,22,24148,SP_CANFASL2,,,15g,SL038R,band,,,,,,"3,6",16,,,L0697691,,QEPB,SP_CANFASL2,V1201642,9,D.CAN_FAS_L..FD,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1218749,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219309,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219313,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219314,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219321,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222469,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222470,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222475,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222476,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222477,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222478,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222480,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222483,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222487,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222492,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222494,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222496,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222497,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222499,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222500,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222502,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222503,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222504,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222505,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222514,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222515,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222520,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222521,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222522,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222523,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222525,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222526,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222527,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222528,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222529,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222531,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223023,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223024,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223238,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223242,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223246,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223249,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223251,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223253,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223254,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1224142,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219319,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219324,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222493,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223243,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223244,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222481,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222482,SP_MB708A3,,,QEPB,6,24148,15g,band,ende,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222491,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222506,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222530,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1222532,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1218752,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219318,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223247,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223248,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223250,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1223252,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161003,161003,,930,YR,"0,35",br gn,P1219325,SP_MB708A3,,,QEPB,6,24148,15g,band,pfsb,,,,,,16,,950100,L0460900,,C0422347,SP_MB708A3,QEPB,,,M.31..MB730_A1,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1218749,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1218752,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219309,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219313,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219314,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219318,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219319,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219321,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219324,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1219325,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222469,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222470,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222475,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222476,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222477,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222478,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222480,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222481,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222482,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222483,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222487,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222491,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222493,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222494,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222496,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222497,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222499,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222500,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222502,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222503,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222504,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222505,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222506,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222514,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222515,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222520,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222521,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222522,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222523,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222525,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222526,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222527,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222528,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222529,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222530,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222531,QEPB,1,24148,SP_30F17,,,19s,band,ende,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1222532,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
161004,161004,,740,YR,"0,35",rt ge,P1223023,QEPB,1,24148,SP_30F17,,,19s,band,pfsb,,,,,,,16,950155,L0459945,,C0689977,QEPB,SP_30F17,,,V.15A..LVI_F58,SIGNAL
